Yahoo-ID,Player,Team,Position,Proj-Value,AAV,Percent-Drafted,ADP,Avg-Round,Percent-Drafted
cincinnati,Cincinnati,Cin,DEF,$0 ,0,0%,0,0,0%
30551,Kendrick Bourne,SF,WR,$0 ,0,0%,0,0,0%
31394,Jeff Wilson Jr.,SF,RB,$0 ,0,0%,0,0,0%
28417,Phillip Dorsett,NE,WR,$1 ,0,0%,0,0,0%
24961,Charles Clay,Ari,TE,$0 ,0,0%,0,0,0%
26817,Spencer Ware,Ind,RB,$0 ,0,0%,0,0,0%
25883,Alfred Morris,SF,RB,$0 ,0,0%,0,0,0%
30112,Mo Alie-Cox,Ind,TE,$0 ,0,0%,0,0,0%
28582,Nick O'Leary,Mia,TE,$0 ,0,0%,0,0,0%
31517,Keith Kirkwood,NO,WR,$0 ,0,0%,0,0,0%
27174,Demetrius Harris,Cle,TE,$0 ,0,0%,0,0,0%
28482,Ty Montgomery,NYJ,RB,$0 ,0,0%,0,0,0%
ny-giants,New York,NYG,DEF,$0 ,0,0%,0,0,0%
30594,Jason Croom,Buf,TE,$0 ,0,0%,0,0,0%
24845,Torrey Smith,Car,WR,$0 ,0,0%,0,0,0%
27584,Cody Latimer,NYG,WR,$0 ,0,0%,0,0,0%
28875,Matt LaCosse,NE,TE,$0 ,0,0%,0,0,0%
27074,Jaron Brown,Sea,WR,$0 ,0,0%,0,0,0%
31221,Justin Jackson,LAC,RB,$0 ,0,0%,0,0,0%
24400,Chris Ivory,Buf,RB,$0 ,0,0%,0,0,0%
28464,Chris Conley,Jax,WR,$0 ,0,0%,0,0,0%
28443,Maxx Williams,Ari,TE,$0 ,0,0%,0,0,0%
9444,Zach Miller,Chi,TE,$0 ,0,0%,0,0,0%
24318,LeGarrette Blount,Det,RB,$0 ,0,0%,0,0,0%
28592,Darren Waller,Oak,TE,$0 ,0,0%,0,0,0%
24891,Luke Stocker,Atl,TE,$0 ,0,0%,0,0,0%
27709,Alfred Blue,Jax,RB,$0 ,0,0%,0,0,0%
27874,Allen Hurns,Dal,WR,$0 ,0,0%,0,0,0%
31199,Jason Sanders,Mia,K,$0 ,0,0%,0,0,0%
28531,MyCole Pruitt,Ten,TE,$0 ,0,0%,0,0,0%
24991,Virgil Green,LAC,TE,$0 ,0,0%,0,0,0%
27570,Jordan Matthews,SF,WR,$0 ,0,0%,0,0,0%
26950,Josh Hill,NO,TE,$0 ,0,0%,0,0,0%
23999,Dez Bryant,NO,WR,$0 ,0,0%,0,0,0%
30337,Zane Gonzalez,Ari,K,$0 ,0,0%,0,0,0%
27556,Kelvin Benjamin,KC,WR,$0 ,0,0%,0,0,0%
28590,A.J. Derby,Mia,TE,$0 ,0,0%,0,0,0%
24608,Logan Paulsen,Atl,TE,$0 ,0,0%,0,0,0%
26631,Tavon Austin,Dal,WR,$0 ,0,0%,0,0,0%
tampa-bay,Tampa Bay,TB,DEF,$0 ,0,0%,0,0,0%
28414,Breshad Perriman,TB,WR,$0 ,0,0%,0,0,0%
27670,Ryan Grant,Oak,WR,$0 ,0,0%,0,0,0%
28559,Nick Boyle,Bal,TE,$0 ,0,0%,0,0,0%
27821,Kapri Bibbs,GB,RB,$0 ,0,0%,0,0,0%
29789,Stephen Anderson,NE,TE,$0 ,0,0%,0,0,0%
31198,Marcell Ateman,Oak,WR,$0 ,0,0%,0,0,0%
25828,Jarius Wright,Car,WR,$0 ,0,0%,0,0,0%
29372,Seth DeValve,Cle,TE,$0 ,0,0%,0,0,0%
30777,Robert Tonyan,GB,TE,$0 ,0,0%,0,0,0%
9348,Mike Wallace,Phi,WR,$0 ,0,0%,0,0,0%
27626,Richard Rodgers,Phi,TE,$0 ,0,0%,0,0,0%
31127,Tyler Conklin,Min,TE,$0 ,0,0%,0,0,0%
30285,Isaiah McKenzie,Buf,WR,$0 ,0,0%,0,0,0%
8937,Josh Johnson,Was,QB,$0 ,0,0%,0,0,0%
26729,Dion Sims,Chi,TE,$0 ,0,0%,0,0,0%
31320,Trent Sherfield,Ari,WR,$0 ,0,0%,0,0,0%
29360,Demarcus Robinson,KC,WR,$0 ,0,0%,0,0,0%
24834,Lance Kendricks,GB,TE,$0 ,0,0%,0,0,0%
31068,Jordan Akins,Hou,TE,$0 ,0,0%,0,0,0%
32449,Nate Becker,Buf,TE,$0 ,0,0%,0,0,0%
31749,Jaeden Graham,Atl,TE,$0 ,0,0%,0,0,0%
30258,Jake Butt,Den,TE,$0 ,0,0%,0,0,0%
28348,Jerome Cunningham,Det,TE,$0 ,0,0%,0,0,0%
32442,Chris Myarick,Mia,TE,$0 ,0,0%,0,0,0%
32008,Kaden Smith,SF,TE,$0 ,0,0%,0,0,0%
31680,Cole Hunt,Car,TE,$0 ,0,0%,0,0,0%
25291,Kyle Nelson,SF,TE,$0 ,0,0%,0,0,0%
30441,Josiah Price,Min,TE,$0 ,0,0%,0,0,0%
31364,Christian Scotland-Williamson,Pit,TE,$0 ,0,0%,0,0,0%
27941,Marcus Lucas,SF,TE,$0 ,0,0%,0,0,0%
31519,Deon Yelder,KC,TE,$0 ,0,0%,0,0,0%
32314,Charles Scarff,Bal,TE,$0 ,0,0%,0,0,0%
30627,Pharaoh Brown,Cle,TE,$0 ,0,0%,0,0,0%
32128,Keenan Brown,LAR,TE,$0 ,0,0%,0,0,0%
32094,Carson Meier,Jax,TE,$0 ,0,0%,0,0,0%
29666,J.P. Holtz,Was,TE,$0 ,0,0%,0,0,0%
32225,Andrew Beck,NE,TE,$0 ,0,0%,0,0,0%
29414,Moritz Boehringer,Cin,TE,$0 ,0,0%,0,0,0%
31884,Drew Sample,Cin,TE,$0 ,0,0%,0,0,0%
29623,Henry Krieger-Coble,LAR,TE,$0 ,0,0%,0,0,0%
32564,Michael Colubiale,Jax,TE,$0 ,0,0%,0,0,0%
31283,David Wells,KC,TE,$0 ,0,0%,0,0,0%
30756,Billy Brown,Ind,TE,$0 ,0,0%,0,0,0%
31918,Kahale Warring,Hou,TE,$0 ,0,0%,0,0,0%
31973,Zach Gentry,Pit,TE,$0 ,0,0%,0,0,0%
29944,Alex Ellis,KC,TE,$0 ,0,0%,0,0,0%
32125,Kendall Blanton,LAR,TE,$0 ,0,0%,0,0,0%
31478,Marcus Baugh,Car,TE,$0 ,0,0%,0,0,0%
32324,Tyree Mayfield,SF,TE,$0 ,0,0%,0,0,0%
32142,Brandon Dillon,Min,TE,$0 ,0,0%,0,0,0%
31928,Dawson Knox,Buf,TE,$0 ,0,0%,0,0,0%
32295,Hale Hentges,Ind,TE,$0 ,0,0%,0,0,0%
30603,Keith Towbridge,Buf,TE,$0 ,0,0%,0,0,0%
32153,Drew Belcher,Ari,TE,$0 ,0,0%,0,0,0%
31907,Jace Sternberger,GB,TE,$0 ,0,0%,0,0,0%
27494,James Winchester,KC,TE,$0 ,0,0%,0,0,0%
27214,Kevin McDermott,Min,TE,$0 ,0,0%,0,0,0%
32056,Isaac Nauta,Det,TE,$0 ,0,0%,0,0,0%
30314,Bucky Hodges,Pit,TE,$0 ,0,0%,0,0,0%
32543,Daniel Helm,LAC,TE,$0 ,0,0%,0,0,0%
32270,Davis Koppenhaver,GB,TE,$0 ,0,0%,0,0,0%
31751,Garrett Dickerson,NYG,TE,$0 ,0,0%,0,0,0%
32313,Cole Herdman,Bal,TE,$0 ,0,0%,0,0,0%
31441,Kevin Rader,Pit,TE,$0 ,0,0%,0,0,0%
28221,Tyler Ott,Sea,TE,$0 ,0,0%,0,0,0%
32565,Charles Jones II,Jax,TE,$0 ,0,0%,0,0,0%
28964,Gabe Holmes,Ind,TE,$0 ,0,0%,0,0,0%
31220,Ryan Izzo,NE,TE,$0 ,0,0%,0,0,0%
30763,Tyrone Swoopes,Sea,TE,$0 ,0,0%,0,0,0%
30559,Cole Hikutini,Min,TE,$0 ,0,0%,0,0,0%
32352,C.J. Conrad,NYG,TE,$0 ,0,0%,0,0,0%
32261,Dax Raymond,Chi,TE,$0 ,0,0%,0,0,0%
31325,Andrew Vollert,LAC,TE,$0 ,0,0%,0,0,0%
9472,John Phillips,KC,TE,$0 ,0,0%,0,0,0%
31257,Tanner Hudson,TB,TE,$0 ,0,0%,0,0,0%
32391,Jake Powell,NO,TE,$0 ,0,0%,0,0,0%
32486,Isaiah Searight,TB,TE,$0 ,0,0%,0,0,0%
31427,Nick Keizer,KC,TE,$0 ,0,0%,0,0,0%
30888,Alex Gray,Atl,TE,$0 ,0,0%,0,0,0%
29046,Will Tye,Phi,TE,$0 ,0,0%,0,0,0%
31826,Jakob Johnson,NE,TE,$0 ,0,0%,0,0,0%
32339,Justin Johnson,Sea,TE,$0 ,0,0%,0,0,0%
32127,Romello Brooker,LAR,TE,$0 ,0,0%,0,0,0%
30795,Evan Baylis,GB,TE,$0 ,0,0%,0,0,0%
29504,Jake McGee,Pit,TE,$0 ,0,0%,0,0,0%
31732,Codey McElroy,Dal,TE,$0 ,0,0%,0,0,0%
29783,Cole Wick,Ten,TE,$0 ,0,0%,0,0,0%
32063,Alize Mack,NO,TE,$0 ,0,0%,0,0,0%
26050,Bradley Sowell,Chi,TE,$0 ,0,0%,0,0,0%
29095,Manasseh Garner,Was,TE,$0 ,0,0%,0,0,0%
32250,Ian Bunting,Chi,TE,$0 ,0,0%,0,0,0%
29806,Jason Vander Laan,Car,TE,$0 ,0,0%,0,0,0%
30373,Johnny Mundt,LAR,TE,$0 ,0,0%,0,0,0%
32573,Moral Stephens,Buf,TE,$0 ,0,0%,0,0,0%
31528,Pharoah McKever,GB,TE,$0 ,0,0%,0,0,0%
32086,Caleb Wilson,Ari,TE,$0 ,0,0%,0,0,0%
30024,Garrett Griffin,NO,TE,$0 ,0,0%,0,0,0%
31901,Josh Oliver,Jax,TE,$0 ,0,0%,0,0,0%
32060,Tommy Sweeney,Buf,TE,$0 ,0,0%,0,0,0%
32551,Matt Sokol,LAC,TE,$0 ,0,0%,0,0,0%
32163,Jerome Washington,Ari,TE,$0 ,0,0%,0,0,0%
30364,Mason Schreck,Cin,TE,$0 ,0,0%,0,0,0%
31882,Irv Smith Jr.,Min,TE,$0 ,0,0%,0,0,0%
31126,Troy Fumagalli,Den,TE,$0 ,0,0%,0,0,0%
28365,Chris Manhertz,Car,TE,$0 ,0,0%,0,0,0%
31969,Foster Moreau,Oak,TE,$0 ,0,0%,0,0,0%
26583,Andrew DePaola,Oak,TE,$0 ,0,0%,0,0,0%
32306,Matt Orzech,Bal,TE,$0 ,0,0%,0,0,0%
31329,Ross Dwelley,SF,TE,$0 ,0,0%,0,0,0%
32183,Kano Dillon,Was,TE,$0 ,0,0%,0,0,0%
31400,Matt Flanagan,Was,TE,$0 ,0,0%,0,0,0%
31255,Donnie Ernsberger,TB,TE,$0 ,0,0%,0,0,0%
31953,Trevon Wesco,NYJ,TE,$0 ,0,0%,0,0,0%
31627,Ethan Wolf,Car,TE,$0 ,0,0%,0,0,0%
31747,Austin Roberts,LAC,TE,$0 ,0,0%,0,0,0%
32576,Jesper Horsted,Chi,TE,$0 ,0,0%,0,0,0%
29465,Thomas Duarte,Car,TE,$0 ,0,0%,0,0,0%
30420,Sean Culkin,LAC,TE,$0 ,0,0%,0,0,0%
32456,Donald Parham,Was,TE,$0 ,0,0%,0,0,0%
29411,Temarrick Hemingway,Car,TE,$0 ,0,0%,0,0,0%
32191,Austin Fort,Den,TE,$0 ,0,0%,0,0,0%
31561,Jordan Franks,Cin,TE,$0 ,0,0%,0,0,0%
30526,Bug Howard,Den,TE,$0 ,0,0%,0,0,0%
25370,Patrick Scales,Chi,TE,$0 ,0,0%,0,0,0%
31515,Paul Butler,Oak,TE,$0 ,0,0%,0,0,0%
32173,Trevor Wood,Pit,TE,$0 ,0,0%,0,0,0%
32262,Ellis Richardson,Chi,TE,$0 ,0,0%,0,0,0%
32337,Mik'Quan Deane,Buf,TE,$0 ,0,0%,0,0,0%
29102,Daniel Brown,NYJ,TE,$0 ,0,0%,0,0,0%
24965,Aldrick Robinson,Car,WR,$0 ,0,0%,0,0,0%
28456,Clive Walford,Mia,TE,$0 ,0,0%,0,0,0%
24108,Michael Hoomanawanui,NO,TE,$0 ,0,0%,0,0,0%
31588,Vyncint Smith,Hou,WR,$0 ,0,0%,0,0,0%
28561,James O'Shaughnessy,Jax,TE,$0 ,0,0%,0,0,0%
29418,Jerell Adams,Hou,TE,$0 ,0,0%,0,0,0%
28473,Tyler Kroft,Buf,TE,$0 ,0,0%,0,0,0%
29370,Devontae Booker,Den,RB,$0 ,0,0%,0,0,0%
31107,Dalton Schultz,Dal,TE,$0 ,0,0%,0,0,0%
27055,Russell Shepard,NYG,WR,$0 ,0,0%,0,0,0%
25774,Dwayne Allen,Mia,TE,$0 ,0,0%,0,0,0%
28617,Ben Koyack,Jax,TE,$0 ,0,0%,0,0,0%
30267,Jeremy Sprinkle,Was,TE,$0 ,0,0%,0,0,0%
29638,Maurice Harris,NE,WR,$0 ,0,0%,0,0,0%
8790,Jonathan Stewart,Car,RB,$0 ,0,0%,0,0,0%
29208,Ross Travis,Ind,TE,$0 ,0,0%,0,0,0%
25648,Kai Forbath,Jax,K,$0 ,0,0%,0,0,0%
31148,Damion Ratley,Cle,WR,$0 ,0,0%,0,0,0%
29374,Tajae Sharpe,Ten,WR,$0 ,0,0%,0,0,0%
29678,Marcus Johnson,Ind,WR,$0 ,0,0%,0,0,0%
27648,Logan Thomas,Det,TE,$0 ,0,0%,0,0,0%
23996,Jermaine Gresham,Ari,TE,$0 ,0,0%,0,0,0%
7777,Marcedes Lewis,GB,TE,$0 ,0,0%,0,0,0%
28974,Jake Kumerow,GB,WR,$0 ,0,0%,0,0,0%
30511,Tim Patrick,Den,WR,$1 ,0,0%,0,0,0%
28511,Vince Mayle,LAC,TE,$0 ,0,0%,0,0,0%
30661,Jacob Hollister,Sea,TE,$0 ,0,0%,0,0,0%
28215,Scott Simonson,NYG,TE,$0 ,0,0%,0,0,0%
28608,Neal Sterling,KC,TE,$0 ,0,0%,0,0,0%
27213,MarQueis Gray,Mia,TE,$0 ,0,0%,0,0,0%
30263,Jordan Leggett,TB,TE,$0 ,0,0%,0,0,0%
24967,Tyrod Taylor,LAC,QB,$0 ,0,0%,0,0,0%
26697,Terrance Williams,Dal,WR,$0 ,0,0%,0,0,0%
32600,Jody Fortson,KC,"WR,TE",$0 ,0,0%,0,0,0%
29650,J.D. McKissic,Sea,RB,$0 ,0,0%,0,0,0%
26781,Luke Willson,Oak,TE,$0 ,0,0%,0,0,0%
30577,Cethan Carter,Cin,TE,$0 ,0,0%,0,0,0%
8497,Clark Harris,Cin,TE,$0 ,0,0%,0,0,0%
31624,Deontay Burnett,NYJ,WR,$0 ,0,0%,0,0,0%
25810,Travis Benjamin,LAC,WR,$0 ,0,0%,0,0,0%
29855,Roger Lewis Jr.,Ten,WR,$0 ,0,0%,0,0,0%
26810,Andre Ellington,TB,RB,$0 ,0,0%,0,0,0%
30502,Zach Pascal,Ind,WR,$0 ,0,0%,0,0,0%
27717,TJ Jones,Det,WR,$0 ,0,0%,0,0,0%
29694,Rob Kelley,Was,RB,$0 ,0,0%,0,0,0%
27826,Bennie Fowler,NYG,WR,$0 ,0,0%,0,0,0%
30290,Trent Taylor,SF,WR,$0 ,0,0%,0,0,0%
28975,Matt Lengel,Cin,TE,$0 ,0,0%,0,0,0%
29654,Joshua Perkins,Phi,TE,$0 ,0,0%,0,0,0%
28633,Tre McBride,Jax,WR,$0 ,0,0%,0,0,0%
7223,Mike Nugent,Oak,K,$0 ,0,0%,0,0,0%
28044,Charcandrick West,KC,RB,$0 ,0,0%,0,0,0%
29348,Ricardo Louis,Mia,WR,$0 ,0,0%,0,0,0%
24932,Jacquizz Rodgers,TB,RB,$0 ,0,0%,0,0,0%
29958,Johnny Holton,Pit,WR,$0 ,0,0%,0,0,0%
31139,Jordan Wilkins,Ind,RB,$0 ,0,0%,0,0,0%
27746,Michael Campanaro,Ten,WR,$0 ,0,0%,0,0,0%
26416,Derek Carrier,Oak,TE,$0 ,0,0%,0,0,0%
28505,Blake Bell,KC,TE,$0 ,0,0%,0,0,0%
29618,Mose Frazier,Car,WR,$0 ,0,0%,0,0,0%
29973,Duke Williams,Buf,WR,$0 ,0,0%,0,0,0%
32523,Greg Dortch,NYJ,WR,$0 ,0,0%,0,0,0%
32301,Sean Modster,Bal,WR,$0 ,0,0%,0,0,0%
32553,Trevion Thompson,LAC,WR,$0 ,0,0%,0,0,0%
31626,Jordan Veasy,Ind,WR,$0 ,0,0%,0,0,0%
31404,De'Mornay Pierson-El,Oak,WR,$0 ,0,0%,0,0,0%
32409,DeAndre Thompkins,Phi,WR,$0 ,0,0%,0,0,0%
29540,Marken Michel,Phi,WR,$0 ,0,0%,0,0,0%
29865,Jordan Williams-Lambert,Chi,WR,$0 ,0,0%,0,0,0%
32069,Terry Godwin,Car,WR,$0 ,0,0%,0,0,0%
32356,Felton Davis III,KC,WR,$0 ,0,0%,0,0,0%
32193,Romell Guerrier,Den,WR,$0 ,0,0%,0,0,0%
30288,DeAngelo Yancey,NYJ,WR,$0 ,0,0%,0,0,0%
32019,Juwann Winfree,Den,WR,$0 ,0,0%,0,0,0%
31328,Steven Dunbar Jr.,SF,WR,$0 ,0,0%,0,0,0%
32109,Shawn Bane,Atl,WR,$0 ,0,0%,0,0,0%
29710,Alonzo Russell,NYG,WR,$0 ,0,0%,0,0,0%
32590,Joseph Parker,Ten,WR,$0 ,0,0%,0,0,0%
28800,DeAndrew White,Car,WR,$0 ,0,0%,0,0,0%
32267,Matthew Eaton,GB,WR,$0 ,0,0%,0,0,0%
32115,Kahlil Lewis,Atl,WR,$0 ,0,0%,0,0,0%
31981,Hunter Renfrow,Oak,WR,$0 ,0,0%,0,0,0%
32256,Thomas Ives,Chi,WR,$0 ,0,0%,0,0,0%
31226,Trey Quinn,Was,WR,$0 ,0,0%,0,0,0%
31244,Andre Levrone,Car,WR,$0 ,0,0%,0,0,0%
31180,Braxton Berrios,NE,WR,$0 ,0,0%,0,0,0%
32471,Damion Willis,Cin,WR,$0 ,0,0%,0,0,0%
31322,Jalen Tolliver,Ten,WR,$0 ,0,0%,0,0,0%
31758,Josh Crockett,KC,WR,$0 ,0,0%,0,0,0%
32504,Johnnie Dixon,Hou,WR,$0 ,0,0%,0,0,0%
32330,Terry Wright,Sea,WR,$0 ,0,0%,0,0,0%
32179,Justin Sumpter,LAR,WR,$0 ,0,0%,0,0,0%
31161,Dylan Cantrell,LAC,WR,$0 ,0,0%,0,0,0%
32612,Gunner Olszewski,NE,WR,$0 ,0,0%,0,0,0%
32367,Cody Thompson,KC,WR,$0 ,0,0%,0,0,0%
32211,Emmanuel Butler,NO,WR,$0 ,0,0%,0,0,0%
32227,Ryan Davis,NE,WR,$0 ,0,0%,0,0,0%
30899,Lance Lenoir,Dal,WR,$0 ,0,0%,0,0,0%
32624,Marcus Simms,Jax,WR,$0 ,0,0%,0,0,0%
31952,Gary Jennings Jr.,Sea,WR,$0 ,0,0%,0,0,0%
30512,Quincy Adeboyejo,Bal,WR,$0 ,0,0%,0,0,0%
31607,Rico Gafford,Oak,WR,$0 ,0,0%,0,0,0%
32412,Nick Easley,Buf,WR,$0 ,0,0%,0,0,0%
31592,Jester Weah,Hou,WR,$0 ,0,0%,0,0,0%
26428,Rod Streater,Cle,WR,$0 ,0,0%,0,0,0%
32122,CJ Worton,Atl,WR,$0 ,0,0%,0,0,0%
32487,Cortrelle Simpson,TB,WR,$0 ,0,0%,0,0,0%
32253,Emanuel Hall,Chi,WR,$0 ,0,0%,0,0,0%
32189,Trinity Benson,Den,WR,$0 ,0,0%,0,0,0%
32186,T.J. Rahming,Was,WR,$0 ,0,0%,0,0,0%
32561,Tom Kennedy,Det,WR,$0 ,0,0%,0,0,0%
31102,Jaleel Scott,Bal,WR,$0 ,0,0%,0,0,0%
32362,Andre Lindsey,KC,WR,$0 ,0,0%,0,0,0%
26839,Charles Johnson,Phi,WR,$0 ,0,0%,0,0,0%
32098,Dredrick Snelson,Jax,WR,$0 ,0,0%,0,0,0%
32088,Tyre Brady,Jax,WR,$0 ,0,0%,0,0,0%
32068,John Ursua,Sea,WR,$0 ,0,0%,0,0,0%
28458,Jaelen Strong,Cle,WR,$0 ,0,0%,0,0,0%
32338,Jazz Ferguson,Sea,WR,$0 ,0,0%,0,0,0%
31625,Devin Ross,Phi,WR,$0 ,0,0%,0,0,0%
30432,Artavis Scott,LAC,WR,$0 ,0,0%,0,0,0%
31925,Miles Boykin,Bal,WR,$0 ,0,0%,0,0,0%
30322,Robert Davis,Was,WR,$0 ,0,0%,0,0,0%
31598,Cam Phillips,Buf,WR,$0 ,0,0%,0,0,0%
32302,Jaylen Smith,Bal,WR,$0 ,0,0%,0,0,0%
32483,DaMarkus Lodge,TB,WR,$0 ,0,0%,0,0,0%
32418,David Sills V,Buf,WR,$0 ,0,0%,0,0,0%
30729,Kermit Whitfield,Cin,WR,$0 ,0,0%,0,0,0%
32447,Preston Williams,Mia,WR,$0 ,0,0%,0,0,0%
30524,Trey Griffey,Pit,WR,$0 ,0,0%,0,0,0%
31777,Malik Turner,Sea,WR,$0 ,0,0%,0,0,0%
31253,Sergio Bailey II,TB,WR,$0 ,0,0%,0,0,0%
32378,Darrius Shepherd,GB,WR,$0 ,0,0%,0,0,0%
32614,Fred Trevillion,LAC,WR,$0 ,0,0%,0,0,0%
29447,Aaron Burbridge,Den,WR,$0 ,0,0%,0,0,0%
32467,Charles Holland,Cin,WR,$0 ,0,0%,0,0,0%
31479,Saeed Blacknall,Oak,WR,$0 ,0,0%,0,0,0%
30610,Montay Crockett,Oak,WR,$0 ,0,0%,0,0,0%
32604,Jalen Greene,LAR,WR,$0 ,0,0%,0,0,0%
30350,Isaiah Ford,Mia,WR,$0 ,0,0%,0,0,0%
31460,Da'Mari Scott,Buf,WR,$0 ,0,0%,0,0,0%
32494,Lil'Jordan Humphrey,NO,WR,$0 ,0,0%,0,0,0%
30901,Fred Brown,Den,WR,$0 ,0,0%,0,0,0%
32488,Malik Taylor,TB,WR,$0 ,0,0%,0,0,0%
31225,Austin Proehl,LAR,WR,$0 ,0,0%,0,0,0%
31722,Darvin Kidsy,Was,WR,$0 ,0,0%,0,0,0%
32123,Olamide Zaccheaus,Atl,WR,$0 ,0,0%,0,0,0%
32231,Jakobi Meyers,NE,WR,$0 ,0,0%,0,0,0%
29953,K.J. Brent,TB,WR,$0 ,0,0%,0,0,0%
31268,Allen Lazard,GB,WR,$0 ,0,0%,0,0,0%
30715,Greg Ward Jr.,Phi,WR,$0 ,0,0%,0,0,0%
31227,Jeff Badet,Min,WR,$0 ,0,0%,0,0,0%
30195,Carlos Henderson,Was,WR,$0 ,0,0%,0,0,0%
31383,Jimmy Williams III,Den,WR,$0 ,0,0%,0,0,0%
32317,Antoine Wesley,Bal,WR,$0 ,0,0%,0,0,0%
29521,Jamaal Jones,Car,WR,$0 ,0,0%,0,0,0%
32361,Jamire Jordan,KC,WR,$0 ,0,0%,0,0,0%
31369,Steve Ishmael,Ind,WR,$0 ,0,0%,0,0,0%
27614,Josh Huff,NO,WR,$0 ,0,0%,0,0,0%
32103,Papi White,Jax,WR,$0 ,0,0%,0,0,0%
30487,Krishawn Hogan,Ind,WR,$0 ,0,0%,0,0,0%
32511,Tyron Johnson,Hou,WR,$0 ,0,0%,0,0,0%
30410,Travin Dural,NO,WR,$0 ,0,0%,0,0,0%
31701,Damoun Patterson,NE,WR,$0 ,0,0%,0,0,0%
31739,Davon Grayson,KC,WR,$0 ,0,0%,0,0,0%
28395,Kevin White,Ari,WR,$0 ,0,0%,0,0,0%
30940,Rashard Davis,KC,WR,$0 ,0,0%,0,0,0%
32292,Ashton Dulin,Ind,WR,$0 ,0,0%,0,0,0%
30637,Isaac Whitney,Hou,WR,$0 ,0,0%,0,0,0%
30513,C.J. Board,Jax,WR,$0 ,0,0%,0,0,0%
29682,Hunter Sharp,Cin,WR,$0 ,0,0%,0,0,0%
32143,Alexander Hollins,Min,WR,$0 ,0,0%,0,0,0%
32599,Micah Wright,NO,WR,$0 ,0,0%,0,0,0%
32469,Stanley Morgan Jr.,Cin,WR,$0 ,0,0%,0,0,0%
32137,Nsimba Webster,LAR,WR,$0 ,0,0%,0,0,0%
32283,D.J. Montgomery,Cle,WR,$0 ,0,0%,0,0,0%
30482,Carlton Agudosi,Phi,WR,$0 ,0,0%,0,0,0%
30629,Keon Hatcher,Oak,WR,$0 ,0,0%,0,0,0%
30332,Stacy Coley,NYJ,WR,$0 ,0,0%,0,0,0%
31132,Jordan Lasley,Bal,WR,$0 ,0,0%,0,0,0%
32271,Dorian Baker,Cle,WR,$0 ,0,0%,0,0,0%
30679,Gehrig Dieter,KC,WR,$0 ,0,0%,0,0,0%
28279,Diontae Spencer,Pit,WR,$0 ,0,0%,0,0,0%
31463,Ka'Raun White,Pit,WR,$0 ,0,0%,0,0,0%
30360,Malachi Dupre,Ari,WR,$0 ,0,0%,0,0,0%
32325,Shawn Poindexter,SF,WR,$0 ,0,0%,0,0,0%
32243,Alex Wesley,NYG,WR,$0 ,0,0%,0,0,0%
30660,Cody Hollister,Ten,WR,$0 ,0,0%,0,0,0%
31496,Byron Pringle,KC,WR,$0 ,0,0%,0,0,0%
32150,Damion Jeanpiere Jr.,Car,WR,$0 ,0,0%,0,0,0%
31958,Riley Ridley,Chi,WR,$0 ,0,0%,0,0,0%
31898,Diontae Johnson,Pit,WR,$0 ,0,0%,0,0,0%
29416,Keenan Reynolds,Sea,WR,$0 ,0,0%,0,0,0%
31347,Christian Blake,Atl,WR,$0 ,0,0%,0,0,0%
32079,Olabisi Johnson,Min,WR,$0 ,0,0%,0,0,0%
30827,Reggie Davis,Dal,WR,$0 ,0,0%,0,0,0%
32293,Penny Hart,Ind,WR,$0 ,0,0%,0,0,0%
29961,Max McCaffrey,SF,WR,$0 ,0,0%,0,0,0%
31832,Ishmael Hyman,Cle,WR,$0 ,0,0%,0,0,0%
27305,Rashad Ross,Car,WR,$0 ,0,0%,0,0,0%
32176,Jonathan Lloyd,LAR,WR,$0 ,0,0%,0,0,0%
28425,Devin Smith,Dal,WR,$0 ,0,0%,0,0,0%
31391,Steven Mitchell Jr.,Hou,WR,$0 ,0,0%,0,0,0%
31462,Derrick Willies,Cle,WR,$0 ,0,0%,0,0,0%
32610,Floyd Allen,Hou,WR,$0 ,0,0%,0,0,0%
32482,Anthony Johnson,TB,WR,$0 ,0,0%,0,0,0%
32388,Xavier Ubosi,TB,WR,$0 ,0,0%,0,0,0%
32536,Brian Burt,Oak,WR,$0 ,0,0%,0,0,0%
31194,Javon Wims,Chi,WR,$0 ,0,0%,0,0,0%
30598,Brandon Reilly,Det,WR,$0 ,0,0%,0,0,0%
29791,Jalin Marshall,Oak,WR,$0 ,0,0%,0,0,0%
30111,Cyril Grayson Jr.,NO,WR,$0 ,0,0%,0,0,0%
32093,Raphael Leonard,Jax,WR,$0 ,0,0%,0,0,0%
32605,Joe Horn Jr.,Bal,WR,$0 ,0,0%,0,0,0%
31129,Reece Fountain,Ind,WR,$0 ,0,0%,0,0,0%
32003,Darius Slayton,NYG,WR,$0 ,0,0%,0,0,0%
31508,Chad Beebe,Min,WR,$0 ,0,0%,0,0,0%
30063,Reece Horn,Mia,WR,$0 ,0,0%,0,0,0%
32124,Alex Bachman,LAR,WR,$0 ,0,0%,0,0,0%
32244,Reggie White Jr.,NYG,WR,$0 ,0,0%,0,0,0%
29795,Tevin Jones,Pit,WR,$0 ,0,0%,0,0,0%
32016,Travis Fulgham,Det,WR,$0 ,0,0%,0,0,0%
32323,Malik Henry,SF,WR,$0 ,0,0%,0,0,0%
32560,Spencer Schnell,TB,WR,$0 ,0,0%,0,0,0%
32398,Deonte Harris,NO,WR,$0 ,0,0%,0,0,0%
